epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
553,5767.99,0.83891,0.57415,0.98125,0.98367,0.97104,0.99113,0.90486,0.47675,0.32619,0.85253,0.0045352,0.0045352,0.0045352
554,5777.31,0.82293,0.56389,0.97858,0.97606,0.96975,0.99144,0.89861,0.4742,0.32496,0.85182,0.0045253,0.0045253,0.0045253
555,5788.54,0.83675,0.56544,0.97857,0.9682,0.96866,0.99178,0.90232,0.47185,0.32272,0.85133,0.0045154,0.0045154,0.0045154
556,5799.9,0.82611,0.57134,0.98563,0.98705,0.96336,0.99144,0.89833,0.47378,0.3249,0.853,0.0045055,0.0045055,0.0045055
557,5808.94,0.81305,0.56324,0.98354,0.95515,0.96619,0.99091,0.89975,0.4715,0.32164,0.85276,0.0044956,0.0044956,0.0044956
558,5820.04,0.84104,0.58305,0.98661,0.95547,0.96579,0.99091,0.9004,0.46719,0.31948,0.8519,0.0044857,0.0044857,0.0044857
559,5831.38,0.80208,0.56206,0.97854,0.95462,0.96825,0.9903,0.89862,0.4664,0.32416,0.8507,0.0044758,0.0044758,0.0044758
560,5840.61,0.84723,0.57049,0.98576,0.95336,0.96703,0.9903,0.90247,0.46809,0.32301,0.85101,0.0044659,0.0044659,0.0044659
561,5851.4,0.83007,0.56678,0.98962,0.96305,0.96568,0.9903,0.90366,0.46708,0.31911,0.85122,0.004456,0.004456,0.004456
562,5862.76,0.82491,0.56427,0.97979,0.96245,0.96497,0.99083,0.90851,0.46627,0.3165,0.85111,0.0044461,0.0044461,0.0044461
563,5871.95,0.83685,0.56755,0.97881,0.96476,0.96379,0.99083,0.90509,0.46498,0.31645,0.85063,0.0044362,0.0044362,0.0044362
564,5883.39,0.80717,0.56079,0.98277,0.97333,0.96266,0.99056,0.91852,0.46386,0.31631,0.85013,0.0044263,0.0044263,0.0044263
565,5894.55,0.83027,0.55924,0.97933,0.97603,0.96242,0.99056,0.90978,0.46767,0.31828,0.85312,0.0044164,0.0044164,0.0044164
566,5903.63,0.82422,0.56593,0.98369,0.97685,0.96335,0.99144,0.91021,0.47106,0.31834,0.85173,0.0044065,0.0044065,0.0044065
567,5914.66,0.82597,0.56046,0.98466,0.97529,0.96443,0.99083,0.91123,0.4684,0.31919,0.85202,0.0043966,0.0043966,0.0043966
568,5926.26,0.8201,0.56289,0.97747,0.97442,0.96566,0.99083,0.9113,0.4658,0.31927,0.85095,0.0043867,0.0043867,0.0043867
569,5935.27,0.83206,0.56244,0.97774,0.97426,0.96892,0.99144,0.91152,0.46508,0.31881,0.85058,0.0043768,0.0043768,0.0043768
570,5946.41,0.80194,0.5602,0.98132,0.97312,0.9763,0.99113,0.91322,0.4672,0.31808,0.85166,0.0043669,0.0043669,0.0043669
571,5957.82,0.83508,0.56002,0.97496,0.97556,0.97909,0.98265,0.91096,0.46541,0.31795,0.85181,0.004357,0.004357,0.004357
572,5967.12,0.83744,0.567,0.97771,0.98382,0.97918,0.98265,0.91257,0.46505,0.31631,0.85106,0.0043471,0.0043471,0.0043471
573,5978.87,0.81922,0.56057,0.9759,0.98199,0.98006,0.98264,0.91855,0.46,0.31372,0.85004,0.0043372,0.0043372,0.0043372
574,5989.78,0.80946,0.56537,0.98395,0.98247,0.97633,0.98264,0.92084,0.45489,0.30979,0.84874,0.0043273,0.0043273,0.0043273
575,5999.57,0.82698,0.57073,0.97826,0.98271,0.98027,0.99113,0.92159,0.44999,0.30883,0.8487,0.0043174,0.0043174,0.0043174
576,6010.82,0.80749,0.55645,0.98091,0.97974,0.97934,0.99113,0.9194,0.44622,0.3085,0.84835,0.0043075,0.0043075,0.0043075
577,6021.44,0.81571,0.5558,0.97983,0.97934,0.9792,0.99113,0.92013,0.44494,0.30791,0.84851,0.0042976,0.0042976,0.0042976
578,6031.22,0.80624,0.55257,0.97764,0.98165,0.97958,0.99113,0.91666,0.44169,0.30751,0.84829,0.0042877,0.0042877,0.0042877
579,6042.59,0.80511,0.55658,0.97761,0.98307,0.97682,0.99113,0.9211,0.4392,0.30957,0.84724,0.0042778,0.0042778,0.0042778
580,6052.91,0.80933,0.55697,0.98173,0.98124,0.97576,0.99113,0.91928,0.44092,0.30806,0.84744,0.0042679,0.0042679,0.0042679
581,6062.84,0.82981,0.57234,0.98545,0.9808,0.97406,0.99144,0.91902,0.44215,0.31184,0.84752,0.004258,0.004258,0.004258
582,6074.22,0.79786,0.55055,0.97783,0.98055,0.97367,0.99144,0.91887,0.44076,0.31182,0.84783,0.0042481,0.0042481,0.0042481
583,6084.3,0.79948,0.56275,0.97813,0.97995,0.97459,0.99144,0.91892,0.44071,0.31332,0.84708,0.0042382,0.0042382,0.0042382
584,6094.78,0.79203,0.5461,0.97365,0.97972,0.97371,0.99144,0.91349,0.44214,0.31686,0.84925,0.0042283,0.0042283,0.0042283
585,6105.76,0.83096,0.55039,0.97697,0.98003,0.97423,0.99083,0.91333,0.44127,0.31786,0.8504,0.0042184,0.0042184,0.0042184
586,6115.97,0.81957,0.55786,0.97374,0.97996,0.97381,0.99083,0.9136,0.44357,0.31906,0.84974,0.0042085,0.0042085,0.0042085
587,6126.49,0.82758,0.56486,0.97955,0.98012,0.97373,0.99029,0.91651,0.44161,0.32139,0.84945,0.0041986,0.0041986,0.0041986
588,6138.25,0.81102,0.54898,0.97048,0.9804,0.97282,0.99029,0.91455,0.44268,0.32117,0.85099,0.0041887,0.0041887,0.0041887
589,6147.84,0.81843,0.56394,0.982,0.98099,0.9732,0.99029,0.90824,0.44841,0.32014,0.85184,0.0041788,0.0041788,0.0041788
590,6158.72,0.81689,0.5576,0.97828,0.98083,0.97599,0.99056,0.91369,0.45065,0.31931,0.85219,0.0041689,0.0041689,0.0041689
591,6170.33,0.83137,0.57249,0.9863,0.98157,0.97658,0.99056,0.91235,0.45095,0.31839,0.85255,0.004159,0.004159,0.004159
592,6179.4,0.81744,0.55557,0.98693,0.98214,0.97873,0.99029,0.912,0.4515,0.31929,0.85089,0.0041491,0.0041491,0.0041491
593,6190.27,0.81279,0.55591,0.97646,0.98188,0.97938,0.99029,0.91583,0.45179,0.31897,0.85114,0.0041392,0.0041392,0.0041392
594,6201.88,0.80218,0.54414,0.97546,0.98143,0.97985,0.99029,0.91456,0.45179,0.31477,0.85136,0.0041293,0.0041293,0.0041293
595,6210.96,0.80038,0.54714,0.97737,0.98186,0.98086,0.98959,0.92031,0.44629,0.31527,0.85001,0.0041194,0.0041194,0.0041194
596,6222.57,0.79276,0.55283,0.9761,0.98226,0.98108,0.989,0.92485,0.44685,0.31483,0.84808,0.0041095,0.0041095,0.0041095
597,6233.56,0.81283,0.5558,0.98341,0.98213,0.98052,0.98882,0.92366,0.4487,0.3145,0.8483,0.0040996,0.0040996,0.0040996
598,6242.69,0.82061,0.56129,0.97996,0.98132,0.98039,0.98882,0.92233,0.44722,0.31275,0.84912,0.0040897,0.0040897,0.0040897
599,6253.95,0.81426,0.55635,0.97676,0.98036,0.97974,0.989,0.92202,0.44904,0.31356,0.8472,0.0040798,0.0040798,0.0040798
600,6265.44,0.80899,0.56667,0.98142,0.97867,0.97864,0.989,0.92154,0.44775,0.31514,0.84707,0.0040699,0.0040699,0.0040699
601,6274.52,0.80016,0.55352,0.98063,0.9787,0.97809,0.98919,0.91762,0.44946,0.31221,0.84672,0.00406,0.00406,0.00406
602,6285.44,0.82384,0.55759,0.98412,0.97974,0.97685,0.98939,0.91725,0.45114,0.31188,0.84717,0.0040501,0.0040501,0.0040501
603,6296.57,0.81295,0.56504,0.97987,0.98104,0.9765,0.98939,0.9172,0.44998,0.31159,0.84849,0.0040402,0.0040402,0.0040402
604,6305.84,0.81742,0.55982,0.98161,0.98146,0.97665,0.98959,0.91657,0.44815,0.31416,0.84859,0.0040303,0.0040303,0.0040303
605,6317.43,0.82729,0.57111,0.98196,0.98251,0.97549,0.99005,0.91963,0.44955,0.31596,0.85046,0.0040204,0.0040204,0.0040204
606,6328.38,0.79937,0.55873,0.97835,0.98244,0.97601,0.98981,0.91703,0.45122,0.31575,0.85065,0.0040105,0.0040105,0.0040105
607,6337.55,0.79959,0.54519,0.97291,0.98356,0.975,0.98939,0.91687,0.45179,0.31445,0.85073,0.0040006,0.0040006,0.0040006
608,6348.83,0.80868,0.55723,0.97666,0.9822,0.97359,0.98919,0.91843,0.45017,0.31514,0.85043,0.0039907,0.0039907,0.0039907
609,6360.65,0.84229,0.56502,0.97722,0.98152,0.97349,0.98882,0.91976,0.45129,0.31482,0.85191,0.0039808,0.0039808,0.0039808
610,6369.7,0.8089,0.54549,0.97565,0.98018,0.97485,0.98882,0.91697,0.45517,0.31558,0.85255,0.0039709,0.0039709,0.0039709
611,6381.12,0.80439,0.54768,0.98024,0.97989,0.97567,0.98919,0.91155,0.45729,0.31934,0.85288,0.003961,0.003961,0.003961
612,6392.59,0.81003,0.5586,0.977,0.98051,0.97498,0.98882,0.91059,0.4562,0.31859,0.85216,0.0039511,0.0039511,0.0039511
613,6401.86,0.81517,0.54806,0.97868,0.97906,0.97407,0.98865,0.9103,0.45684,0.32015,0.85249,0.0039412,0.0039412,0.0039412
614,6413.41,0.81502,0.55936,0.97724,0.97939,0.9747,0.98882,0.90785,0.45971,0.32133,0.8529,0.0039313,0.0039313,0.0039313
615,6424.72,0.80991,0.55271,0.97696,0.97993,0.97537,0.98882,0.90637,0.46304,0.32256,0.85433,0.0039214,0.0039214,0.0039214
616,6433.82,0.80649,0.55032,0.97033,0.97967,0.97603,0.98882,0.90755,0.46269,0.31967,0.85501,0.0039115,0.0039115,0.0039115
617,6445.41,0.81334,0.55203,0.98028,0.9797,0.96628,0.98203,0.90312,0.46219,0.31956,0.85454,0.0039016,0.0039016,0.0039016
618,6456.35,0.82427,0.55959,0.97879,0.9792,0.96606,0.98201,0.90549,0.46187,0.31946,0.85437,0.0038917,0.0038917,0.0038917
619,6465.53,0.81805,0.56535,0.97872,0.9762,0.96593,0.98194,0.90711,0.46121,0.3206,0.8539,0.0038818,0.0038818,0.0038818
620,6477.32,0.82071,0.5626,0.9834,0.97753,0.9786,0.98218,0.90795,0.46109,0.32048,0.85382,0.0038719,0.0038719,0.0038719
621,6488.09,0.79101,0.54644,0.9827,0.97848,0.97897,0.98215,0.90414,0.45866,0.32008,0.85265,0.003862,0.003862,0.003862
622,6497.58,0.80005,0.55035,0.97077,0.9915,0.97897,0.9827,0.90325,0.45885,0.31902,0.85246,0.0038521,0.0038521,0.0038521
623,6508.72,0.82166,0.5586,0.97287,0.97853,0.97895,0.98217,0.90938,0.4589,0.31919,0.852,0.0038422,0.0038422,0.0038422
624,6519.87,0.80868,0.54857,0.9738,0.97865,0.97901,0.98213,0.90785,0.46029,0.31802,0.8502,0.0038323,0.0038323,0.0038323
625,6529.19,0.79803,0.53846,0.97561,0.99209,0.97941,0.98267,0.9082,0.4599,0.31682,0.85022,0.0038224,0.0038224,0.0038224
626,6540.38,0.78997,0.54104,0.96996,0.96301,0.97845,0.98134,0.90956,0.46004,0.31773,0.85057,0.0038125,0.0038125,0.0038125
627,6551.13,0.80156,0.54456,0.97564,0.98019,0.98049,0.9821,0.91613,0.46172,0.31462,0.8505,0.0038026,0.0038026,0.0038026
628,6560.83,0.8026,0.54787,0.97464,0.98073,0.98013,0.9821,0.91405,0.46223,0.31289,0.85061,0.0037927,0.0037927,0.0037927
629,6572.3,0.80881,0.55716,0.97543,0.98017,0.98005,0.98211,0.91263,0.46139,0.31354,0.85023,0.0037828,0.0037828,0.0037828
630,6582.59,0.8057,0.55221,0.97435,0.97914,0.97963,0.98208,0.90752,0.46016,0.31557,0.85048,0.0037729,0.0037729,0.0037729
631,6592.65,0.80821,0.54756,0.96969,0.98047,0.98053,0.98207,0.91355,0.46038,0.31851,0.85018,0.003763,0.003763,0.003763
632,6604.02,0.77986,0.53842,0.97046,0.98049,0.98091,0.98207,0.91354,0.45906,0.31852,0.85058,0.0037531,0.0037531,0.0037531
633,6614.49,0.79476,0.54672,0.97893,0.9786,0.98047,0.98207,0.90909,0.45983,0.31611,0.85063,0.0037432,0.0037432,0.0037432
634,6624.58,0.78083,0.53424,0.96751,0.97763,0.97969,0.98207,0.90195,0.4621,0.31649,0.85042,0.0037333,0.0037333,0.0037333
635,6636.09,0.78503,0.54311,0.97478,0.99124,0.97905,0.98264,0.90688,0.45757,0.31626,0.84831,0.0037234,0.0037234,0.0037234
636,6646.13,0.8188,0.55712,0.97731,0.99127,0.97867,0.98263,0.90607,0.45495,0.31462,0.84812,0.0037135,0.0037135,0.0037135
637,6656.59,0.78539,0.54337,0.97401,0.99024,0.97832,0.98264,0.90512,0.45646,0.31695,0.84828,0.0037036,0.0037036,0.0037036
638,6667.7,0.79496,0.53989,0.97633,0.99029,0.97767,0.98264,0.90664,0.45781,0.314,0.84846,0.0036937,0.0036937,0.0036937
639,6677.64,0.78688,0.54578,0.97226,0.99011,0.97801,0.98266,0.90464,0.46018,0.31382,0.84895,0.0036838,0.0036838,0.0036838
640,6687.88,0.80449,0.54529,0.9727,0.98968,0.97887,0.98266,0.90636,0.45934,0.31279,0.84904,0.0036739,0.0036739,0.0036739
641,6699.18,0.78749,0.54666,0.97296,0.98989,0.97965,0.98268,0.90768,0.45965,0.31152,0.84832,0.003664,0.003664,0.003664
642,6709.19,0.79593,0.54498,0.97232,0.97816,0.97999,0.98215,0.90536,0.45694,0.31262,0.84861,0.0036541,0.0036541,0.0036541
643,6719.85,0.79829,0.54705,0.96973,0.97887,0.98015,0.98213,0.90726,0.45787,0.31057,0.84872,0.0036442,0.0036442,0.0036442
644,6731.25,0.79679,0.53843,0.96867,0.97763,0.98014,0.98214,0.90399,0.45756,0.30998,0.84831,0.0036343,0.0036343,0.0036343
645,6740.84,0.78505,0.53159,0.96985,0.97743,0.9796,0.98212,0.90663,0.45644,0.30831,0.8479,0.0036244,0.0036244,0.0036244
646,6752,0.80381,0.55055,0.97124,0.97712,0.9791,0.98213,0.90307,0.45682,0.306,0.8464,0.0036145,0.0036145,0.0036145
647,6763.52,0.80098,0.54257,0.97245,0.97797,0.97904,0.98215,0.90464,0.45687,0.30464,0.84867,0.0036046,0.0036046,0.0036046
648,6772.68,0.80074,0.53772,0.97646,0.97788,0.96415,0.98139,0.90564,0.46094,0.30522,0.84937,0.0035947,0.0035947,0.0035947
649,6783.95,0.79034,0.53036,0.96776,0.9776,0.96431,0.9814,0.90917,0.45897,0.30691,0.84961,0.0035848,0.0035848,0.0035848
650,6795.14,0.78265,0.53268,0.96794,0.97713,0.96355,0.98141,0.90924,0.45808,0.3047,0.84966,0.0035749,0.0035749,0.0035749
651,6804.29,0.80465,0.54621,0.97944,0.98867,0.96312,0.98197,0.90603,0.45791,0.30428,0.84967,0.003565,0.003565,0.003565
652,6815.67,0.78749,0.53617,0.96804,0.99204,0.97777,0.98275,0.90498,0.45791,0.30305,0.84958,0.0035551,0.0035551,0.0035551
653,6826.99,0.79001,0.54482,0.96965,0.99189,0.97786,0.98278,0.90681,0.45793,0.30008,0.84966,0.0035452,0.0035452,0.0035452
654,6836.17,0.81306,0.54002,0.97069,0.99231,0.97904,0.98277,0.9054,0.45632,0.30144,0.84877,0.0035353,0.0035353,0.0035353
655,6847.45,0.79086,0.53365,0.97034,0.99201,0.97965,0.98275,0.9052,0.45795,0.29903,0.84821,0.0035254,0.0035254,0.0035254
656,6858.7,0.77878,0.53058,0.96785,0.99172,0.97973,0.98274,0.91031,0.45875,0.30087,0.84795,0.0035155,0.0035155,0.0035155
657,6867.87,0.79038,0.54097,0.97669,0.99138,0.97892,0.98273,0.90608,0.45932,0.30143,0.84745,0.0035056,0.0035056,0.0035056
658,6879.39,0.79508,0.54305,0.97155,0.9906,0.97885,0.98272,0.90542,0.46006,0.30221,0.84756,0.0034957,0.0034957,0.0034957
659,6890.52,0.79454,0.54167,0.97346,0.99007,0.9791,0.98269,0.91057,0.45951,0.3039,0.84716,0.0034858,0.0034858,0.0034858
660,6899.61,0.81484,0.55091,0.97723,0.98956,0.97942,0.98269,0.91089,0.45999,0.30145,0.84704,0.0034759,0.0034759,0.0034759
661,6911.3,0.7999,0.54362,0.97345,0.98981,0.97962,0.98265,0.91398,0.46024,0.30104,0.84689,0.003466,0.003466,0.003466
662,6922.97,0.7721,0.53194,0.96657,0.99018,0.97944,0.98267,0.91538,0.45922,0.30304,0.84666,0.0034561,0.0034561,0.0034561
663,6932.24,0.79605,0.54195,0.97055,0.99029,0.97975,0.98267,0.91628,0.45769,0.30185,0.84611,0.0034462,0.0034462,0.0034462
664,6943.32,0.81739,0.54325,0.97269,0.99058,0.97995,0.98267,0.91637,0.45553,0.30361,0.84589,0.0034363,0.0034363,0.0034363
665,6954.36,0.77995,0.53078,0.96502,0.98951,0.97982,0.98267,0.9179,0.45589,0.30246,0.84535,0.0034264,0.0034264,0.0034264
666,6963.82,0.80968,0.54822,0.97322,0.9891,0.97973,0.98268,0.91721,0.4562,0.30112,0.84539,0.0034165,0.0034165,0.0034165
667,6975.1,0.80052,0.55425,0.97173,0.98914,0.97976,0.98267,0.91731,0.45525,0.30319,0.84493,0.0034066,0.0034066,0.0034066
668,6986.09,0.75701,0.52364,0.96752,0.98984,0.97987,0.9827,0.91729,0.45512,0.30243,0.84513,0.0033967,0.0033967,0.0033967
669,6995.51,0.78329,0.53238,0.9689,0.99,0.98001,0.98271,0.91768,0.45413,0.30106,0.84514,0.0033868,0.0033868,0.0033868
670,7006.97,0.79425,0.53807,0.97198,0.99023,0.97987,0.98269,0.91757,0.4538,0.301,0.84457,0.0033769,0.0033769,0.0033769
671,7017.55,0.79859,0.53388,0.9682,0.99075,0.97976,0.98269,0.91492,0.45317,0.3007,0.8444,0.003367,0.003367,0.003367
672,7028.09,0.7701,0.53308,0.96602,0.99125,0.97968,0.98269,0.91569,0.45124,0.30001,0.8437,0.0033571,0.0033571,0.0033571
673,7039.82,0.78687,0.53775,0.96887,0.99191,0.97937,0.98269,0.91575,0.45148,0.29808,0.84349,0.0033472,0.0033472,0.0033472
674,7049.73,0.79315,0.54531,0.97033,0.99218,0.97914,0.9827,0.91542,0.45237,0.29931,0.8437,0.0033373,0.0033373,0.0033373
675,7060.38,0.77206,0.5287,0.97037,0.99513,0.97907,0.98269,0.91543,0.45008,0.29822,0.84397,0.0033274,0.0033274,0.0033274
676,7071.65,0.79367,0.53527,0.96719,0.99511,0.97935,0.98271,0.91573,0.44961,0.29775,0.84362,0.0033175,0.0033175,0.0033175
677,7081,0.76081,0.5288,0.96749,0.99251,0.97918,0.98273,0.92218,0.45015,0.29778,0.84374,0.0033076,0.0033076,0.0033076
678,7092.04,0.78687,0.53278,0.97488,0.99268,0.97897,0.98274,0.9218,0.44872,0.29699,0.84325,0.0032977,0.0032977,0.0032977
679,7103.36,0.78159,0.52562,0.96629,0.99267,0.97935,0.98273,0.91518,0.44748,0.29793,0.84314,0.0032878,0.0032878,0.0032878
680,7112.5,0.76898,0.52223,0.96427,0.9761,0.98218,0.98196,0.91306,0.44602,0.29541,0.84312,0.0032779,0.0032779,0.0032779
681,7123.71,0.78433,0.53419,0.966,0.99057,0.95059,0.98124,0.91093,0.44591,0.29787,0.84324,0.003268,0.003268,0.003268
682,7134.81,0.77341,0.53172,0.96703,0.99059,0.95025,0.98125,0.91111,0.44392,0.29687,0.84346,0.0032581,0.0032581,0.0032581
683,7143.75,0.73749,0.50605,0.95647,0.97506,0.98181,0.98194,0.91705,0.44269,0.29633,0.84333,0.0032482,0.0032482,0.0032482
684,7155.18,0.79606,0.53854,0.96944,0.99054,0.95012,0.98126,0.91648,0.43984,0.29642,0.84297,0.0032383,0.0032383,0.0032383
685,7166.8,0.78629,0.5315,0.96193,0.97468,0.98156,0.98194,0.91702,0.43774,0.29451,0.84256,0.0032284,0.0032284,0.0032284
686,7175.88,0.76868,0.53136,0.95811,0.99028,0.95012,0.98124,0.91649,0.43801,0.29543,0.84256,0.0032185,0.0032185,0.0032185
687,7186.89,0.77426,0.52843,0.96664,0.98996,0.95012,0.98124,0.91672,0.43569,0.29567,0.84257,0.0032086,0.0032086,0.0032086
688,7198.37,0.78746,0.52482,0.96494,0.98975,0.95007,0.98911,0.91739,0.434,0.29584,0.84238,0.0031987,0.0031987,0.0031987
689,7207.34,0.77693,0.52442,0.9649,0.98969,0.94988,0.98127,0.91664,0.43375,0.29566,0.84213,0.0031888,0.0031888,0.0031888
690,7218.65,0.75924,0.52418,0.96596,0.98933,0.95049,0.98911,0.91586,0.43306,0.29544,0.84201,0.0031789,0.0031789,0.0031789
691,7229.95,0.78136,0.51812,0.96141,0.98946,0.95019,0.98911,0.91876,0.43161,0.29535,0.84196,0.003169,0.003169,0.003169
692,7239,0.76591,0.5248,0.96515,0.95822,0.98093,0.98911,0.91994,0.43285,0.29607,0.84238,0.0031591,0.0031591,0.0031591
693,7250.52,0.79546,0.52952,0.96567,0.95817,0.98051,0.98938,0.9185,0.43292,0.29658,0.8425,0.0031492,0.0031492,0.0031492
694,7261.76,0.78699,0.53176,0.96336,0.95814,0.98034,0.98938,0.91995,0.43347,0.29721,0.84253,0.0031393,0.0031393,0.0031393
695,7270.74,0.76066,0.52018,0.96685,0.95841,0.98015,0.98938,0.91982,0.42999,0.29642,0.84237,0.0031294,0.0031294,0.0031294
696,7282.37,0.77816,0.52539,0.9625,0.95849,0.98027,0.98938,0.92166,0.43049,0.29593,0.84227,0.0031195,0.0031195,0.0031195
